# AffiLabs Cycle Autosave
# Timestamp,2025-11-28T01:05:30.543836
# Cycle Start,0.000 s
# Cycle Stop,100.000 s
# Duration,100.000 s
# Filter Enabled,False
# Reference Subtraction,False

Time (s),Ch A Wavelength (nm),Ch A SPR (RU),Ch B Wavelength (nm),Ch B SPR (RU),Ch C Wavelength (nm),Ch C SPR (RU),Ch D Wavelength (nm),Ch D SPR (RU)
46.5129,-0.0819,-330.2529,0.5012,438.5684,0.8038,1164.6200,0.6106,1022.5871
47.0131,-0.1199,-368.2195,0.1171,54.4940,-0.5521,-191.1931,0.5123,924.2579
47.5132,-0.6613,-909.7031,0.0210,-41.6456,0.4770,837.8828,-0.0871,324.8358
48.0133,0.2127,-35.6961,0.5241,461.5268,-0.0749,285.9881,-0.2213,190.6955
48.5135,0.1893,-59.0635,-0.0864,-148.9836,-0.0811,279.7546,0.2251,637.0374
49.0136,0.0555,-192.8874,0.1866,123.9968,0.4481,808.9676,0.5195,931.4447
49.5138,-0.0702,-318.6026,0.2079,145.2846,0.2171,577.9424,-0.0643,347.6554
50.0139,-0.6665,-914.8651,-0.2929,-355.4801,0.3265,687.3527,0.5738,985.7311
50.5140,-0.1750,-423.3724,0.5313,468.7162,0.5194,880.2684,0.7616,1173.5834
51.0142,-0.1419,-390.2704,-0.0580,-120.6482,-0.1362,224.6585,-0.4287,-16.7488
51.5143,-0.3775,-625.9022,-0.3543,-416.8913,-0.2825,78.3439,-0.3949,17.1009
52.0144,-0.0629,-311.2377,0.2860,223.4049,-0.5248,-163.9443,-0.0524,359.5424
52.5146,0.2140,-34.3754,-0.4373,-499.8900,-0.4007,-39.8802,0.1658,577.7303
53.0147,0.9493,700.9176,0.0203,-42.3399,1.4807,1841.5977,-0.2561,155.8660
53.5149,0.0877,-160.6233,-0.0041,-66.7269,0.6228,983.6534,0.6765,1088.5139
54.0150,0.1235,-124.8303,0.5377,475.0871,-0.6808,-319.9168,0.2068,618.7528
54.5151,-0.0481,-296.4720,0.2265,163.8449,-0.6721,-311.2522,0.0088,420.7993
55.0153,-0.9759,-1224.2225,-0.0290,-91.6055,0.2245,585.3220,-0.7344,-322.4668
55.5154,-0.0353,-283.6200,0.3869,324.2649,0.2516,612.4952,-0.6799,-267.9462
56.0156,0.0027,-245.7067,0.6676,605.0268,0.2470,607.8460,0.1130,525.0077
56.5157,1.1988,950.4139,0.2461,183.4428,-0.1603,200.5408,-1.0991,-687.1802
57.0158,-0.1343,-382.6940,-0.0330,-95.5923,-0.1009,259.9852,0.4682,880.1300
57.5160,0.1074,-140.9614,-0.6993,-761.9084,0.1206,481.4305,-0.1225,289.5128
58.0161,-0.0659,-314.2223,-0.5811,-643.6784,-0.0056,355.3059,1.5730,1985.0049
58.5163,-0.6379,-886.2410,-0.2062,-268.7695,-1.1632,-802.3263,1.1004,1512.3810
59.0164,0.5129,264.5751,-0.3632,-425.8476,-0.1734,187.4897,-0.1492,262.7639
59.5165,0.3127,64.3022,-0.1568,-219.4051,-0.4890,-128.1417,-0.1165,295.4920
60.0167,0.3295,81.1370,-0.0380,-100.5694,0.0215,382.3525,0.4314,843.3763
60.5168,-0.5053,-753.6677,0.2114,148.7564,1.4409,1801.7811,0.7970,1208.9761
61.0169,0.6663,417.9299,-0.0758,-138.4306,0.1465,507.3999,-0.8617,-449.7153
61.5171,-0.7204,-968.7795,0.2157,153.0875,-0.1794,181.5093,-0.9238,-511.8689
62.0172,0.2897,41.2991,0.0178,-44.7945,0.4530,813.9021,-0.3295,82.4359
62.5174,1.1073,858.9387,-0.9889,-1051.5148,0.2483,609.1894,0.2851,697.0760
63.0175,-0.4672,-715.5966,-0.4575,-520.0762,0.2320,592.8582,0.2546,666.5218
63.5176,-0.2390,-487.3920,-0.0463,-108.9520,0.3405,701.3273,0.5535,965.4768
64.0178,0.1102,-138.2032,-0.5655,-628.1238,1.0805,1441.3947,-0.5686,-156.6192
64.5179,-0.1751,-423.4197,0.3531,290.4551,-0.4978,-136.9665,-1.1140,-702.0674
65.0181,-0.6822,-930.5297,0.8324,769.7727,0.3199,680.7864,0.4860,897.9269
65.5182,0.1441,-104.2922,0.6904,627.8279,-0.3645,-3.5862,-0.3441,67.8810
66.0183,-0.4046,-652.9571,-0.0115,-74.0782,0.3923,753.1399,-0.9260,-514.0578
66.5185,0.3803,131.9069,0.8550,792.3527,-0.3289,31.9679,0.1691,581.0761
67.0186,-0.2992,-547.5347,0.1984,135.8230,-0.0622,298.7072,0.5067,918.6445
67.5188,0.9527,704.3651,-0.0298,-92.3976,0.0152,376.0798,0.0627,474.6979
68.0189,-0.1965,-444.8515,-0.1531,-215.7405,0.6671,1027.9251,-0.0913,320.6323
68.5190,0.0516,-196.7189,0.0173,-45.2966,0.6549,1015.7963,0.0719,483.8685
69.0192,0.6371,388.7693,-0.0104,-73.0081,-0.4104,-49.5742,-0.0196,392.4169
69.5193,-0.3672,-615.5583,0.2842,221.5974,0.2568,617.6324,-0.4940,-81.9887
70.0194,0.3800,131.6336,0.2948,232.1544,-0.1084,252.4238,-0.1628,249.1913
70.5196,0.9380,689.6734,0.2317,169.0398,-0.3657,-4.8208,0.4699,881.8405
71.0197,-0.5009,-749.2708,0.4644,401.8082,0.1724,533.3126,0.3849,796.8827
71.5199,0.4137,165.3287,0.8573,794.6592,0.1443,505.1422,0.3231,735.0919
72.0200,0.4700,221.6676,0.7529,690.2861,1.5296,1890.4788,-0.2433,168.6833
72.5201,0.7499,501.5269,-0.4480,-510.5896,0.5506,911.5132,0.1789,590.8798
73.0203,-0.2404,-488.7948,-0.9660,-1028.5724,-0.3366,24.3141,-0.8033,-391.3479
73.5204,-0.2629,-511.3060,0.7949,732.2561,0.0881,449.0031,0.3902,802.1564
74.0206,0.6777,429.3123,-0.3388,-401.4553,0.8997,1260.5274,1.0313,1443.2613
74.5207,0.5848,336.4310,0.2493,186.6697,1.4518,1812.6816,-0.4041,7.8621
75.0208,0.5813,332.9603,-0.2061,-268.7550,-0.3666,-5.7278,0.0563,468.2418
75.5210,0.6492,400.8915,-0.5046,-567.2589,-0.4946,-133.7154,0.5303,942.2182
76.0211,0.1561,-92.2132,0.6847,622.0732,1.4000,1760.8914,1.0088,1420.7270
76.5213,0.6326,384.2355,0.8113,748.7104,0.6787,1039.5567,0.1750,587.0156
77.0214,0.6835,435.1318,0.1615,98.8484,0.0693,430.1225,0.0700,482.0058
77.5215,0.2004,-47.9165,-0.8277,-890.2675,0.7904,1151.2802,-0.5511,-139.1474
78.0217,1.5113,1262.9859,0.2131,150.4597,-0.7749,-414.0346,0.5024,914.3958
78.5218,0.8364,588.0292,0.7006,637.9895,0.5647,925.5763,1.4893,1901.2555
79.0220,0.0250,-223.3514,-0.2161,-278.6868,0.7472,1108.0229,0.6246,1036.6143
79.5221,0.9703,721.9368,0.6339,571.3050,1.0658,1426.6441,0.4927,904.6888
80.0222,0.1762,-72.1509,0.5536,490.9991,0.1173,478.1291,0.6830,1094.9364
80.5224,1.0788,830.4307,0.8701,807.4997,0.6878,1048.6581,0.5346,946.5882
81.0225,1.2864,1038.0512,0.6596,597.0131,0.2031,564.0072,0.1521,564.0359
81.5226,0.3188,70.4416,0.1328,70.2241,0.8146,1175.4816,0.9888,1400.7597
82.0228,1.2330,984.6620,1.2374,1174.7445,0.2605,621.3497,0.7088,1120.7426
82.5229,0.9801,731.7150,0.5797,517.0560,0.5255,886.3659,0.6236,1035.5733
83.0231,1.2072,958.8618,0.6653,602.6896,0.2532,614.0596,0.1462,558.1486
83.5232,1.7672,1518.8891,0.2325,169.8852,1.0984,1459.2411,1.3048,1716.8077
84.0233,0.7190,470.6101,0.4978,435.2085,1.2239,1584.7558,1.0048,1416.7812
84.5235,0.4878,239.3950,0.2975,234.9285,0.6994,1060.2255,0.4155,827.4964
85.0236,0.4430,194.6087,0.6741,611.4836,0.8579,1218.8053,1.2126,1624.5436
85.5238,0.5031,254.7040,1.6372,1574.5804,0.1368,497.6824,0.4827,894.6639
86.0239,0.8958,647.4381,0.1163,53.6842,0.7337,1094.5692,0.3604,772.4057
86.5240,1.1284,880.0776,0.0165,-46.1020,0.8810,1241.8683,0.3917,803.6503
87.0242,1.1198,871.4883,1.5801,1517.4389,2.2392,2600.0599,-0.0938,318.1941
87.5243,1.4189,1170.5003,0.7611,698.4939,0.3956,756.4981,1.0479,1459.8540
88.0245,1.0357,787.2957,0.5527,490.0441,1.7066,2067.5096,-0.0830,328.9884
88.5246,1.7799,1531.5636,1.4287,1366.0757,1.4960,1856.9064,0.2390,650.9361
89.0247,0.9449,696.5810,0.6276,564.9721,1.1611,1521.9633,-0.1639,248.0758
89.5249,2.4616,2213.2133,1.8652,1802.5501,1.9234,2284.2309,0.8517,1263.6565
90.0250,1.4386,1190.2833,1.3130,1250.3776,1.2535,1614.3514,0.8405,1252.4576
90.5251,0.7216,473.2883,0.7520,689.4274,1.2855,1646.3537,0.7733,1185.2962
91.0253,0.6393,390.9298,2.0967,2034.0996,1.0879,1448.7818,0.4365,848.4768
91.5254,1.4406,1192.2075,0.7374,674.7391,1.7499,2110.7818,0.3929,804.8599
92.0256,1.1123,863.9162,1.4335,1370.8789,1.7101,2070.9691,1.2325,1644.4572
92.5257,1.6058,1357.3998,1.2344,1171.7901,0.8728,1233.7096,0.7464,1158.3708
93.0258,1.5102,1261.8404,1.7580,1695.3997,0.5499,910.8095,1.2013,1613.2739
93.5260,1.2621,1013.6937,1.9103,1847.7369,1.1320,1492.8931,0.6220,1033.9863
94.0261,0.9000,651.6568,1.1681,1105.4969,0.8575,1218.3742,1.1768,1588.7202
94.5263,0.5910,342.6287,0.7980,735.3551,1.2498,1610.6955,1.7595,2171.4626
95.0264,1.1502,901.8409,1.4273,1364.6690,1.9244,2285.2893,1.4226,1834.5919
95.5265,1.8267,1578.3852,0.8811,818.4881,1.1012,1462.0744,0.9451,1357.0324
96.0267,1.5307,1282.3557,2.2494,2186.7402,1.3326,1693.5049,1.3016,1713.6080
96.5268,0.8259,577.5921,1.3337,1271.0471,1.4073,1768.1499,1.0745,1486.4780
97.0270,1.5606,1312.2281,1.1055,1042.8774,1.8267,2187.6003,1.2206,1632.5797
97.5271,1.6918,1443.4899,1.4033,1340.6570,0.3033,664.2050,1.0757,1487.6839
98.0272,1.0825,834.1074,0.6602,597.5461,1.1477,1508.5766,1.1782,1590.1863
98.5274,1.6265,1378.1088,0.8707,808.1022,1.5810,1941.8517,1.3883,1800.2736
99.0275,1.6039,1355.5598,1.9795,1916.9177,2.0997,2460.5325,0.8075,1219.4230
99.5276,1.0285,780.1724,1.0737,1011.0603,1.2779,1638.8187,0.8181,1230.0346
