Time	Response
189.095	120.131612
189.395	123.959662
189.695	116.893860
189.995	116.721362
190.295	124.791267
190.595	113.670448
190.895	114.886718
191.196	118.949374
191.496	127.784137
191.796	113.395946
192.096	114.910930
192.396	117.495360
192.696	122.502145
192.996	121.865033
193.297	113.198979
193.597	124.370953
193.897	115.029819
194.197	115.064514
194.497	119.332697
194.797	124.810000
195.098	126.759960
195.398	115.004581
195.698	116.380880
195.998	121.246005
196.298	116.132415
196.598	114.581813
196.898	119.516378
197.199	124.059518
197.499	121.595400
197.799	115.271539
198.099	118.641384
198.399	120.825070
198.699	121.578343
198.999	115.087528
199.300	113.777685
199.600	122.240901
199.900	114.251751
200.200	126.873878
200.500	119.186406
200.800	119.646070
201.101	117.689985
201.401	120.405394
201.701	114.811929
202.001	113.096383
202.301	118.841672
202.601	122.183168
202.901	116.571732
203.202	113.863896
203.502	119.454799
203.802	112.356864
204.102	116.225008
204.402	118.860339
204.702	118.341036
205.003	118.070340
205.303	115.272411
205.603	117.914849
205.903	120.419016
206.203	117.665070
206.503	115.390985
206.803	112.648504
207.104	122.986417
207.404	110.061885
207.704	120.448960
208.004	120.053776
208.304	118.021775
208.604	127.043598
208.904	108.830437
209.205	119.628769
209.505	119.242728
209.805	118.901707
210.105	124.379999
210.405	115.305979
210.705	121.786999
211.006	120.791749
211.306	117.617283
211.606	114.181836
211.906	119.519129
212.206	115.878851
212.506	122.925203
212.806	121.706513
213.107	123.940970
213.407	109.746850
213.707	120.637869
214.007	118.147811
214.307	114.126668
214.607	121.088596
214.907	125.039459
215.208	118.954032
215.508	126.164815
215.808	120.628303
216.108	117.859434
216.408	123.358445
216.708	114.617166
217.009	117.260289
217.309	119.488867
217.609	125.836679
217.909	115.135611
218.209	118.750934
218.509	118.405064
218.809	114.185088
219.110	116.787839
219.410	115.643095
219.710	118.601169
220.010	119.400574
220.310	115.124844
220.610	121.561241
220.910	117.985722
221.211	119.357893
221.511	124.860285
221.811	120.615054
222.111	112.372455
222.411	113.821324
222.711	120.496826
223.012	118.627849
223.312	122.996156
223.612	122.022039
223.912	120.642311
224.212	119.818054
224.512	124.181501
224.812	120.644634
225.113	124.041670
225.413	116.057074
225.713	116.996104
226.013	119.327086
226.313	126.673112
226.613	122.233051
226.913	115.709449
227.214	118.959008
227.514	121.782406
227.814	120.686954
228.114	131.576328
228.414	115.471631
228.714	117.743781
229.015	119.484312
229.315	115.663636
229.615	114.654393
229.915	119.978773
230.215	118.425790
230.515	125.778522
230.815	119.250602
231.116	121.586125
231.416	122.618194
231.716	113.541966
232.016	118.196992
232.316	120.506397
232.616	116.553880
232.916	116.110553
233.217	117.195778
233.517	115.251411
233.817	116.467316
234.117	115.934628
234.417	115.544814
234.717	117.538316
235.018	123.802525
235.318	118.402705
235.618	119.741766
235.918	114.792085
236.218	122.783459
236.518	116.944239
236.818	118.860954
237.119	125.041021
237.419	115.412351
237.719	117.546294
238.019	122.395211
238.319	120.836418
238.619	118.125596
238.919	120.099269
239.220	115.475062
239.520	116.419490
239.820	118.109261
240.120	122.127673
240.420	121.818848
240.720	123.117522
241.021	117.154275
241.321	119.881357
241.621	113.783738
241.921	116.562785
242.221	122.493159
242.521	125.496195
242.821	119.990147
243.122	126.419721
243.422	120.965141
243.722	116.228423
244.022	125.698627
244.322	123.638580
244.622	116.184882
244.922	120.783593
245.223	117.582281
245.523	119.644187
245.823	117.222059
246.123	116.872901
246.423	115.170440
246.723	120.591333
247.024	119.171481
247.324	121.207087
247.624	123.300100
247.924	122.433557
248.224	118.710782
248.524	114.826715
248.824	122.447300
249.125	122.598144
249.425	123.825611
249.725	119.971166
250.025	128.159481
250.325	122.214923
250.625	123.591508
250.925	118.277467
251.226	118.851397
251.526	117.482208
251.826	122.813177
252.126	120.217315
252.426	114.888648
252.726	115.643279
253.027	117.529617
253.327	113.511342
253.627	118.680696
253.927	114.319496
254.227	122.485558
254.527	120.688332
254.827	118.074760
255.128	123.343083
255.428	117.647085
255.728	120.269826
256.028	117.856628
256.328	117.443768
256.628	120.864690
256.928	122.798121
257.229	118.255414
257.529	111.423435
257.829	118.104954
258.129	112.404177
258.429	118.968305
258.729	120.779491
259.030	118.885047
259.330	118.187559
259.630	120.755490
259.930	117.323438
260.230	114.914427
260.530	115.336325
260.830	119.668170
261.131	117.921231
261.431	123.095874
261.731	116.435289
262.031	120.746062
262.331	125.238292
262.631	115.624166
262.931	118.257589
263.232	118.782105
263.532	112.982391
263.832	115.113727
264.132	117.120036
264.432	114.317347
264.732	120.506406
265.033	116.847838
265.333	120.685827
265.633	122.113778
265.933	116.409557
266.233	122.643673
266.533	125.866060
266.833	122.443911
267.134	123.456192
267.434	114.586212
267.734	117.023089
268.034	127.049341
268.334	118.579452
268.634	122.997483
268.934	119.412994
269.235	114.879480
269.535	116.697778
269.835	118.582665
270.135	116.153747
270.435	117.191412
270.735	112.556066
271.036	118.615242
271.336	122.324836
271.636	124.368979
271.936	119.207467
272.236	116.036507
272.536	119.195081
272.836	121.251121
273.137	119.288901
273.437	116.865483
273.737	121.220945
274.037	125.093419
274.337	120.859090
274.637	118.144206
274.937	123.596254
275.238	122.450929
275.538	120.811620
275.838	120.453193
276.138	117.016394
276.438	118.472636
276.738	120.272705
277.039	118.846092
277.339	123.198414
277.639	106.606014
277.939	121.158491
278.239	115.748553
278.539	123.188375
278.839	117.352584
279.140	113.819767
279.440	120.495567
279.740	121.270617
280.040	122.162276
280.340	117.219842
280.640	113.974440
280.940	116.146991
281.241	117.269332
281.541	117.751975
281.841	118.444933
282.141	116.677548
282.441	122.841926
282.741	123.796330
283.042	117.292579
283.342	118.878447
283.642	123.608645
283.942	121.443115
284.242	119.591274
284.542	124.800249
284.842	110.853929
285.143	122.799185
285.443	115.984319
285.743	121.046598
286.043	112.762273
286.343	120.220027
286.643	117.572955
286.943	118.912623
287.244	123.797008
287.544	115.538185
287.844	121.263556
288.144	121.194688
288.444	118.436696
288.744	117.010133
289.045	118.380512
289.345	118.556193
289.645	113.428249
289.945	118.032935
290.245	120.415343
290.545	112.519825
290.845	120.307710
291.146	122.060992
291.446	122.604078
291.746	118.467861
292.046	122.020380
292.346	122.438511
292.646	119.391937
292.946	117.809095
293.247	123.466852
293.547	126.786165
293.847	118.348313
294.147	117.492261
294.447	118.046374
294.747	117.082566
295.048	118.455758
295.348	121.285680
295.648	120.160807
295.948	117.727581
296.248	115.246443
296.548	116.037490
296.848	121.416962
297.149	122.435811
297.449	115.106663
297.749	117.556596
298.049	116.079040
298.349	119.783227
298.649	127.331437
298.949	118.276215
299.250	124.908335
299.550	121.291865
299.850	121.581625
300.150	123.114612
300.450	113.832560
300.750	120.360250
301.051	117.900837
301.351	120.041351
301.651	115.495998
301.951	117.506400
302.251	125.289414
302.551	121.919309
302.851	123.294241
303.152	120.446665
303.452	116.317902
303.752	120.484639
304.052	115.923727
304.352	122.031440
304.652	119.829176
304.952	117.013257
305.253	114.031668
305.553	120.247051
305.853	119.785008
306.153	125.500329
306.453	121.536768
306.753	116.939792
307.054	117.118992
307.354	118.424723
307.654	122.937905
307.954	119.198465
308.254	127.235552
308.554	121.034533
308.854	123.935958
309.155	118.662458
309.455	120.422848
309.755	125.138200
310.055	127.272068
310.355	115.254758
310.655	120.116890
310.955	118.338438
311.256	110.732784
311.556	118.455558
311.856	118.273796
312.156	119.974279
312.456	116.876531
312.756	118.843098
313.057	123.643657
313.357	124.154711
313.657	113.448442
313.957	119.958507
314.257	122.428244
314.557	115.723012
314.857	119.462665
315.158	117.471883
315.458	114.270962
315.758	119.149717
316.058	115.655020
316.358	123.456114
316.658	120.678921
316.958	120.902149
317.259	118.825385
317.559	123.997700
317.859	119.298175
318.159	121.791724
318.459	125.856259
318.759	120.182154
319.060	120.739775
319.360	117.867295
319.660	118.736118
319.960	119.557457
320.260	120.736349
320.560	114.095804
320.860	120.602288
321.161	120.462058
321.461	119.219886
321.761	117.183581
322.061	121.990089
322.361	124.876340
322.661	114.835760
322.961	119.268424
323.262	109.971792
323.562	118.959731
323.862	119.639324
324.162	116.234096
324.462	119.017781
324.762	115.413808
325.063	116.346002
325.363	116.258508
325.663	121.541305
325.963	125.123778
326.263	116.586894
326.563	116.494729
326.863	120.850800
327.164	117.745488
327.464	120.068877
327.764	117.854399
328.064	115.300913
328.364	117.452070
328.664	125.523858
328.964	122.779802
329.265	120.545019
329.565	125.094598
329.865	117.322434
330.165	117.308035
330.465	122.574334
330.765	120.680424
331.066	115.993797
331.366	113.226158
331.666	117.047304
331.966	116.380701
332.266	123.841790
332.566	123.505490
332.866	124.468031
333.167	118.481400
333.467	123.777596
333.767	121.420358
334.067	122.188185
334.367	122.044372
334.667	122.721283
334.967	123.308730
335.268	120.194236
335.568	118.005202
335.868	123.850040
336.168	117.481876
336.468	117.340054
336.768	120.446106
337.069	116.916470
337.369	119.276833
337.669	122.715763
337.969	118.467922
338.269	120.299118
338.569	117.356749
338.869	121.501012
339.170	116.354973
339.470	119.362866
339.770	123.287902
340.070	123.385866
340.370	126.642655
340.670	122.252393
340.970	124.793995
341.271	121.197218
341.571	119.317734
341.871	120.270459
342.171	119.010202
342.471	113.718715
342.771	113.795711
343.072	113.900571
343.372	122.372350
343.672	120.532632
343.972	120.652251
344.272	117.501564
344.572	122.379629
344.872	118.787177
345.173	113.252936
345.473	117.152846
345.773	121.226571
346.073	118.336033
346.373	115.697196
346.673	118.756702
346.973	118.770586
347.274	117.408869
347.574	115.994588
347.874	124.579157
348.174	117.327500
348.474	118.531090
348.774	124.471771
349.075	118.233870
349.375	117.070569
349.675	119.574563
349.975	115.838494
350.275	123.061082
350.575	119.718383
350.875	120.008008
351.176	119.692975
351.476	117.264588
351.776	120.128126
352.076	116.488873
352.376	119.312312
352.676	117.793332
352.976	116.296579
353.277	122.166027
353.577	115.430750
353.877	117.107683
354.177	114.152410
354.477	120.811855
354.777	110.908507
355.078	123.599526
355.378	122.051870
355.678	117.004536
355.978	117.424496
356.278	118.211272
356.578	121.984950
356.878	114.829796
357.179	124.163637
357.479	119.673636
357.779	122.603682
358.079	113.087023
358.379	119.674821
358.679	123.936289
358.979	117.894593
359.280	117.251080
359.580	113.618464
359.880	124.862825
360.180	111.922569
360.480	118.386694
360.780	124.748492
361.081	118.285334
361.381	115.234172
361.681	120.453611
361.981	122.986351
362.281	125.707684
362.581	116.456235
362.881	122.197298
363.182	120.301082
363.482	117.032996
363.782	116.015236
364.082	114.889097
364.382	110.314781
364.682	116.995364
364.982	114.564481
365.283	118.563769
365.583	119.155347
365.883	121.973966
366.183	121.700579
366.483	115.199254
366.783	114.300995
367.084	121.215221
367.384	122.366925
367.684	115.946867
367.984	122.573722
368.284	115.811243
368.584	114.825217
368.884	119.286171
369.185	122.298462
369.485	115.928495
369.785	120.904166
370.085	118.669543
370.385	116.621924
370.685	116.476700
370.985	119.902383
371.286	114.502250
371.586	116.121510
371.886	120.733889
372.186	113.810070
372.486	118.423280
372.786	113.069487
373.087	115.858537
373.387	121.917975
373.687	117.778051
373.987	113.300663
374.287	111.373356
374.587	110.592379
374.887	118.457013
375.188	117.353830
375.488	115.141760
375.788	112.774884
376.088	112.877634
376.388	119.902272
376.688	118.756603
376.988	120.920592
377.289	118.028606
377.589	115.082583
377.889	117.548220
378.189	107.500064
378.489	112.050235
378.789	119.768097
379.090	119.009037
379.390	116.285204
379.690	114.531491
379.990	115.480547
380.290	114.041301
380.590	123.523484
380.890	115.292771
381.191	120.981394
381.491	113.369047
381.791	109.916797
382.091	113.589293
382.391	111.625652
382.691	114.021551
382.991	112.320638
383.292	107.264069
383.592	115.022315
383.892	114.994654
384.192	121.746638
384.492	111.105556
384.792	116.016200
385.093	111.581247
385.393	115.676077
385.693	115.078869
385.993	106.515978
386.293	114.597180
386.593	113.928724
386.893	108.633927
387.194	114.383922
387.494	117.319940
387.794	108.900375
388.094	116.516921
388.394	110.129834
388.694	111.365505
388.994	111.491361
389.295	110.965748
389.595	112.205542
389.895	115.076867
390.195	116.511454
390.495	108.372833
390.795	112.420123
391.096	113.733242
391.396	110.826123
391.696	113.077297
391.996	119.110228
392.296	114.867714
392.596	115.323515
392.896	108.567370
393.197	114.846708
393.497	104.396462
393.797	114.703368
394.097	111.386183
394.397	109.277135
394.697	109.406936
394.997	112.849635
395.298	113.778275
395.598	114.176959
395.898	103.235249
396.198	114.791827
396.498	118.891668
396.798	110.536539
397.099	107.791943
397.399	107.410399
397.699	111.025918
397.999	105.293603
398.299	116.330969
398.599	113.586666
398.899	112.819768
399.200	110.452967
399.500	111.804302
399.800	114.115220
400.100	110.417106
400.400	117.956416
400.700	110.353063
401.001	114.461318
401.301	106.631685
401.601	107.474963
401.901	113.863172
402.201	111.344785
402.501	108.919616
402.801	106.645435
403.102	109.208877
403.402	100.855208
403.702	117.231228
404.002	107.339225
404.302	106.909404
404.602	114.713446
404.902	105.775616
405.203	108.278890
405.503	112.351365
405.803	114.875477
406.103	107.077136
406.403	109.532963
406.703	108.056108
407.004	113.230721
407.304	107.180937
407.604	109.583357
407.904	110.038487
408.204	113.927357
408.504	113.019346
408.804	107.539709
409.105	108.457942
409.405	110.185327
409.705	107.434806
410.005	109.114596
410.305	107.473804
410.605	101.914124
410.905	112.636237
411.206	104.799101
411.506	108.953067
411.806	111.528559
412.106	97.816373
412.406	105.745947
412.706	104.467557
413.007	109.682019
413.307	107.564816
413.607	104.349341
413.907	111.547389
414.207	106.258865
414.507	105.464133
414.807	106.796056
415.108	107.979281
415.408	104.287013
415.708	109.418248
416.008	111.780474
416.308	109.886563
416.608	110.751749
416.908	104.785579
417.209	110.267301
417.509	108.894384
417.809	109.449153
418.109	103.468671
418.409	105.214191
418.709	108.590435
419.010	105.455199
419.310	101.556237
419.610	107.940435
419.910	106.237307
420.210	105.491657
420.510	108.744246
420.810	108.930681
421.111	109.459897
421.411	106.544131
421.711	106.621305
422.011	108.034193
422.311	107.833964
422.611	110.181826
422.911	108.582399
423.212	110.771893
423.512	111.599160
423.812	104.412407
424.112	110.848902
424.412	104.411055
424.712	101.084111
425.013	106.418148
425.313	111.727915
425.613	109.052841
425.913	102.658362
426.213	107.266002
426.513	103.558982
426.813	102.954345
427.114	110.833775
427.414	105.466969
427.714	105.194343
428.014	105.077326
428.314	109.785801
428.614	106.159118
428.914	107.754474
429.215	108.947869
429.515	108.702963
429.815	104.041169
430.115	101.406370
430.415	105.085317
430.715	104.376772
431.016	108.137022
431.316	101.206195
431.616	106.914328
431.916	104.866544
432.216	101.624512
432.516	116.713986
432.816	102.039168
433.117	105.432969
433.417	110.966057
433.717	103.164836
434.017	99.975597
434.317	106.955262
434.617	101.815393
434.917	101.717390
435.218	100.281136
435.518	105.853343
435.818	110.529659
436.118	105.066960
436.418	102.945493
436.718	101.234441
437.019	103.612368
437.319	106.177954
437.619	101.218918
437.919	103.589393
438.219	96.648524
438.519	103.813211
438.819	107.228170
439.120	100.199197
439.420	108.234957
439.720	106.040331
440.020	99.862982
440.320	105.447719
440.620	105.095129
440.920	103.137643
441.221	104.239689
441.521	107.161345
441.821	105.987319
442.121	101.710599
442.421	99.330387
442.721	103.050344
443.022	97.409785
443.322	101.802029
443.622	104.980671
443.922	97.825908
444.222	104.385224
444.522	100.014180
444.822	95.341291
445.123	100.609391
445.423	106.342127
445.723	99.720671
446.023	102.368587
446.323	101.752501
446.623	95.996492
446.923	104.234341
447.224	106.048684
447.524	96.469638
447.824	104.404855
448.124	102.501901
448.424	103.505535
448.724	101.783636
449.025	97.727215
449.325	104.762000
449.625	94.695086
449.925	104.551159
450.225	96.351120
450.525	103.776930
450.825	102.192314
451.126	102.401681
451.426	100.354985
451.726	101.833182
452.026	99.645106
452.326	101.642193
452.626	101.944796
452.926	96.150179
453.227	100.108640
453.527	105.911424
453.827	101.685025
454.127	100.024023
454.427	100.676710
454.727	96.538968
455.028	101.556368
455.328	103.732707
455.628	98.314140
455.928	100.951527
456.228	98.528649
456.528	107.006271
456.828	99.241962
457.129	97.518259
457.429	97.287515
457.729	100.122065
458.029	99.612175
458.329	103.262995
458.629	99.104419
458.929	99.804953
459.230	99.222059
459.530	104.712201
459.830	101.232408
460.130	101.126440
460.430	91.124752
460.730	99.960185
461.031	100.671696
461.331	99.140978
461.631	101.251693
461.931	103.128110
462.231	94.419026
462.531	91.168204
462.831	104.895726
463.132	93.181802
463.432	95.025395
463.732	104.391719
464.032	106.897980
464.332	100.574735
464.632	94.695072
464.932	94.895246
465.233	101.340121
465.533	96.149465
465.833	94.009910
466.133	98.753367
